classification,reason_for_recall,product_description,recall_number
Class III,Labeling: Incorrect Expiration Date; Expiration date is earlier than listed on vial.,"Papaverine 60 mg, Phentolamine 4 mg, and Atropine 0.3 mg Solution, 10 mL Vial, Rx Only.  Not for Resale.  John Hollis Pharmacy, 110 20th Avenue N, Nashville, TN 37203.",D-1258-2014
Class III,Cross contamination with other products - OOS discovered during routine stability testing for highest unknown impurity later identified as clozapine,"Clonazepam Orally Disintegrating Tablets, USP, 0.125 mg, 60-count bottle, Rx only, Mfg by: Sun Pharmaceutical Industries, Inc. Cranbury, NJ 08512, NDC 57664-783-86",D-1445-2020
Class III,Labeling Not Elsewhere Classified: Misbranding.,"Progesterone SR 200 mg Capsules, packed in 8,13, 20, 30, 40 or 60 dram screw top pill bottle, Carie Boyd's Prescription Shop 122 Grapevine Hwy. Hurst, TX 76054 817-282-9376. NDC 99999-0018-74",D-0241-2019
Class III,Label mix-up: Carton incorrectly labeled.,"Acetaminophen, USP 500mg, Pain Reliever/Fever Reducer, Extra Strength, Rapid Release Gelcaps, packaged in a 225-count HDPE bottle, further packaged in a carton, Distributed by Walgreen Co., 200 Wilmot Rd, Deerfield, IL 60015, Made in India",D-0627-2024
Class III,Defective container: potential for non-sealed pouches which can lead to product leakage.,"PEG-3350, Sodium Sulfate, Sodium Chloride, Potassium Chloride, Sodium Ascorbate, and Ascorbic Acid for Oral Solution 100g/7.5 g /2.691 g/1.015 g/ 5.9 g / 4.7 g, 3 pouches/carton, Rx only, Distributed by: Teva Pharmaceuticals USA, Inc., North Wales, PA 19454, NDC# 0093-3560-26.",D-0628-2024
Class III,"Failed Impurities/Degradation Specifications: An out-of-specification (OOS) result was observed during release testing of one lot for a related substance, i.e. Beta-lumicolchicine.","Colchicine Tablets, USP 0.6 mg, Rx Only, a) 30 tablets per bottle, NDC 16714-0039-01, b) 100 tablets per bottle, NDC 16714-0039-02, Manufactured for: NorthStar Rx LLC., Memphis, TN 38141, Manufactured by: Zydus Lifesciences Ltd., Ahmedabad, India, c) 100 tablets per bottle, NDC 70710-1351-01, Manufactured by: Cadila Healthcare Ltd., Ahmedabad, India, Distributed by: Zydus Pharmaceuticals (USA) Inc., Pennington, NJ 08534.",D-0467-2023
Class III,"Subpotent Drug: The active ingredient, fluocinolone acetonide, was found to be subpotent during the firm's routine testing.","Derma-Smoothe/FS fluocinolone acetonide 0.01% Topical Oil (Body Oil) 4 fl. oz., Rx only  Manufactured and Distributed by: Hill Dermaceuticals, Inc. Sanford, Florida 32773 NDC 28105-150-04",D-1175-2014
Class III,Failed Impurities/Degradation Specifications; Out of specification for lactol and total impurities.,"Tolterodine Tartrate Tablets, 1 mg, 60 Tablet Bottles, Rx only.  Mylan Pharmaceuticals Inc., Morgantown, WV 26505. NDC: 0378-5445-91.",D-1539-2014
Class III,Subpotent Drug: Product crystallization with accompanying low out of specification results for chlorhexidine assay.,"24-HOUR Oral Care q2 Kit with Ballard* Technology, containing 2 Toothbrush Packs with CHG Solution, Chlorhexidine Gluconate Oral Rinse, 0.12%, 15 mL unit dose cup (NDC 50383-720-15), Rx Only, Hi-Tech Pharmacal Co., Inc. Amityville, NY 11701; Kit Manufactured by Halyard Health, Inc., 5405 Windward Parkway, Alpharetta, GA  30004; Distributed in the USA by Halyard Sales, LLC, Alpharetta, GA 30004, Product 97012.",D-0612-2018
Class III,Presence of Foreign Tablets/Capsules: one foreign capsule identified as omeprazole 10 mg was found in the bottle,"Duloxetine Delayed-release Capsules, USP, 60 mg, Rx Only, 1000 count bottle, Manufactured by: Laboratorios Dr. Esteve, S.A., Barcelona, Spain, Distributed by: Breckenridge Pharmaceutical, Inc., Boca Raton, FL 33487, NDC: 51991-748-10",D-0181-2016
Class III,Failed Impurities/Degradation Specifications: Out of Specification for impurity 6 and total degradants.,"Ethacrynic Acid Tablets USP, 25 mg, 100 Tablets per Bottle, Rx only, Distr. by: West-Ward Pharmaceuticals Corp., Eatontown, NJ 07724, NDC: 0054-0415-25.",D-1282-2020
Class III,Incorrect Product Formulation; product was manufactured with the incorrect Art Cherry Flavor flavoring agent instead of Art Black Cherry Flavor flavoring agent,"Asenapine Sublingual Tablets, 5 mg, Rx Only, 60 Tablets, Sigmapharm Laboratories, LLC, Bensalem, PA, 19020    NDC 42794-016-10.",D-0379-2021
Class III,Failed Dissolution Specifications: Failed stability testing for dissolution test at 18 months.,"BuPROPion Hydrochloride Extended-Release Tablet (XL) 150mg, Rx only, a) 30 count bottle(NDC 0591-3331-30), b) 90 count bottle (NDC 0591-3331-19), c) 500 count bottle (NDC 0591-3331-05),  Manufactactred By: Watson Laboratories, Inc. Corona, CA 92880",D-1043-2014
Class III,PRESENCE OF FOREIGN TABLETS/CAPSULES:  A 2.5 mg Amlodipine Besylate tablet was found co-mingled with 10 mg Amlodipine Besylate tablets in a bottle labeled as Amlodipine Besylate 10 mg.,"AMLODIPINE BESYLATE TABLET, USP, 10 mg, 1000 count bottle, Rx Only, Manufactured by: Alkem Laboratories Ltd., Mumbai - 400 013, India, Distributed by: Ascend Laboratories, LLC Montvale, NJ 07645, NDC 67877-199-10",D-1134-2017
Class III,Presence of Particulate Matter: Piece of metal found in a vial,"Tranexamic Acid Injection, USP, 1000mg per 10 mL (100mg /mL), 10mL single-dose vial, Rx Only, Distributed by: AuroMedics Pharma LLC E. Windsor, NJ 08520, Made in India, NDC 55150-188-10",D-1551-2022
Class III,Subpotent; Beta carotene (Vitamin A),"NataChew, 1) one 90-count bottle of multi-vitamin tablets (imprinted 902), (NDC 44118-902-90) and 2) physician samples containing nine bottles with 5 multi-vitamin tablets (imprinted 902) (NDC 44118-902-05), Manufactured for Eckson Labs, Wilmington, DE",D-897-2013
Class III,"Defective Container: Stability samples of both products were noted to have some white solid product residue, identified as dried active ingredients along with the preservative, on the exterior of the bottles.","Timolol Maleate Sterile Ophthalmic Solution, USP 0.5%, 5mL, (NDC 16571-141-50).     The products are packaged in Low Density Polyethylene (LDPE) Blow Fill Seal containers equipped with a dropper tip.  The filled bottles are individually packaged into fiberboard cartons.",D-1072-2014
Class III,Labeling: Not elsewhere classified; the product is being recalled because of customer complaints that the primary vial label was missing a barcode.,"Phenytoin Sodium Injection, USP, 250 mg/5 mL, NDC 42192-614-05, packaged in 10 x 5 mL vials per carton, NDC 42192-614-30, Rx only, Manufactured for: Acella Pharmaceuticals, LLC Alpharetta, GA 30005",D-0070-2023
Class III,Subpotent Drug,"Nandrolone Decanoate, USP, 1 kg per plastic container, Rx Only, For Prescription Compounding, Fagron, Inc. 2400 Pilot Knob Rd., St Paul, MN 55120.  NDC 51552-1564-07",D-0864-2022
Class III,"Subpotent (Single Ingredient) Drug: This product was found to be subpotent for the benzoyl peroxide active ingredient.  Additionally, this product is mislabeled because the label either omits or erroneously added inactive ingredients to the label.","AcneFree 24 Hour Clearing System containing 1-count 4 fl oz (118 mL) Oil-Free Purifying Cleanser (benzoyl peroxide 2.5% w/v) AFCS-0101-00, 1-count 4 fl oz (118 mL) Renewing Toner AFCS-0201-01, and 1-count 2 fl oz (59 mL) Repair Lotion (benzoyl peroxide 3.7% w/v) AFCS-0301-00 per carton, Dist. by: University Medical Pharmaceuticals Corp., Irvine, CA 92618, UPC 7 88521 12008 6.",D-042-2013
Class III,Labeling; Label Error Not Elsewhere Classified; label missing controlled substance CII symbol,"Oxycodone Hydrochloride Tablets, USP 15 mg, 100 count bottles, Rx only, Manufactured for Camber Pharmaceuticals, Inc., Piscataway, NJ, Manufactured by: Ascent Pharmaceuticals, Inc., Central Islip, NY --- NDC 31722-917-01",D-0248-2018
Class III,"Subpotent Drug: Product testing identified a decreased level of the active ingredient, Cysteamine HCl.","Cystaran (cysteamine ophthalmic solution) 0.44%, For Ophthalmic Use Only, 15 mL bottle, Sterile, Rx Only,  Manufactured by Hi-Tech Pharmacal Co Inc., Amityville, NY 11701 for Leadiant Biosciences, Inc., Gaithersburg, MD 20878, NDC 54482-020-01",D-0034-2021
Class III,Subpotent Drug and Failed Impurities/Degradation Specifications,"Nicardipine Hydrochloride Injection, 25 mg/10 ml (2.5 mg/mL),10 mL single dose vial, Rx only, Manufactured in India for: Mylan Institutional LLC, Rockford, IL 61103, NDC 67457-224-10",D-0413-2015
Class III,"Failed Dissolution Specification; the bulk lot yielded an out of specification result at the 8 hr timepoint, 18 month interval","Glipizide XL (glipizide) extended release tablets, 5 mg , 500 count bottles, Rx only, Distributed by: Greenstone Ltd., Peapack, NJ ---  NDC 59762-5032-2",D-1059-2014
Class III,Failed pH Specifications: 12 month stability testing,"Magnesium Sulfate Injection, USP, 50%, 20mL, Single dose Fliptop Vial, For IV or IM use, Rx only, Manufactured  by Hospira, Inc. 4285 Wesleyan Blvd Rocky Mount, NC 27804 for Hospira, Inc. 275 N Field Drive, Lake Forest, IL 60045. NDC 0409-2168-02",D-1232-2015
Class III,Identification of an unknown impurity at the 12-month stability point. Further investigation has identified the impurity as Timolol Phenol S-Oxide.,"Timolol Maleate Ophthalmic Solution, USP, 0.5%, 5 x 0.3 mL Single-Dose Vials, Rx Only, Sterile, Manufactured for:  Akorn, Inc., Lake Forest, IL 60045.  NDC 17478-189-24",D-1471-2022
Class III,Failed Release Testing: Coarse Particle Mass for umeclidinium Out of Specification,"ANORO ELLIPTA (umeclidinium and vilanterol inhalation powder) 62.5 mcg/25mcg.  1 inhaler contains 30 doses (60 blisters total), Rx Only, Manufactured by GlaxoSmithKline Durham, NC 27701. NDC 0173-0869-10",D-0160-2024
Class III,Failed Impurity/Degradation Specifications,"Pitavastatin Tablets, 1 mg, 90 Tablets per bottle, Rx Only, Manufactured for: AvKARE, Pulaski, TN 38478.  NDC: 42291-905-90",D-0528-2025
Class III,Superpotent Drug: Out Of Specification (OOS) result for Assay.,"Discount Drug Mart Food Fair, Original Prescription Strength, Loratadine Orally Disintegrating Tablets, USP, 10 mg, 30-count tablets per box,  Distributed by: Drug Mart-Food Fair, Medina, OH  44256, UPC 0 93351 12101 2.",D-0024-2016
Class III,Subpotent Drug: low out of specification assay results for the octocrylene and avobenzone ingredients.,"Cicatricure, Scar Cream + Sunscreen SPF 30 (avobenzone 3%, octocrylene 10%, oxybenzone 6%), 0.7 oz. (19.8 g) tube, Distributed by: Genomma Lab USA Inc., Houston, TX 77027, UPC 6 50067 00018 7.",D-0070-2019
Class III,Failed Impurities/Degradation Specifications: out of specification results for the related substances test parameter (impurities).,"Olanzapine Tablets, 2.5 mg, 1000-count bottles, Rx Only, Distributed by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512, Manufactured by: Sun Pharmaceutical Ind. Ltd., Halol-Baroda Highway, Halol-389 350, Gujarat, India, NDC 62756-551-18.",D-0699-2017
Class III,Presence of Foreign Substance consistent with granules from desiccant packs used during storage,"Lamotrigine Tablets, USP, 150 mg, Rx Only, a) 60 count Bottle, NDC 42291-368-60, b) 500 count Bottle, NDC 42291-368-50, Manufactured for: AvKARE, Inc. Pulaski, TN 38478.",D-1289-2020
Class III,Failed Impurity/Degradation Specifications,"Triamterene and Hydrochlorothiazide Capsules, USP (37.5 mg/25 mg), Rx Only, [100 or 1000 ] Capsules per bottle, Distributed by: Lannett Company, Inc., Philadelphia, PA 19136.  NDC 100 Count bottle: 0527-1632-01; NDC 1,000 bottle: 0527-1632-10",D-0161-2023
Class III,Discoloration; Product may not meet specifications for color description once reconstituted.,"Suprax (cefixime for oral suspension) USP, 100 mg/5 mL, 50 mL bottles (when reconstituted), Manufactured for Lupin Pharmaceuticals, Inc. 111 South Calvert Street, Baltimore, MD 21202, Manufactured by Lupin Limited Mumbai 400 058 India, NDC 68180-202-03.",D-264-2013
Class III,Subpotent; 6 month stability time point,"MethylPREDNISolone Tablets, USP, 4 mg, 100 unit dose blisters, Packaged and Distributed by: American Health Packaging, Columbus, OH ---- Carton of 100 NDC 68084-149-01, Individual Dose NDC 68084-149-11",D-0043-2015
Class III,Failed Impurities/Degradation Specifications: Firm voluntarily recalled products due to out-of-specification results for an unknown impurity at or near the expiration (24-month).,"Ciprofloxacin Ophthalmic Solution (0.3% as base), Sterile, Rx only, a) 2.5 mL Bottle, b) 5 mL Bottle, c) 10 mL Bottle, For Topical Ophthalmic Use Only, Hi-Tech Pharmacal Co. Inc., Amityville, NY 11701, NDC: a) 50383-0282-02, b) 50383-282-05, c) 50383-0282-10",D-1060-2016
Class III,Failed Impurities/Degradation Specifications.,"Combigan (brimonidine tartrate/timolol maleate ophthalmic solution) 0.2%/0.5%, Rx only, packaged in a) 2.5 mL NDC# 0023-9211-03; b) 5 mL (NDC# 0023-9211-05); c) 10 mL (NDC# 0023-9211-10); d) 15 mL (NDC# 0023-9211-15) bottles, Manufactured By: Allergan, Irvine, CA 92612..",D-0077-2018
Class III,CGMP Deviations: finished products manufactured using active pharmaceutical ingredients whose intermediates failed specifications.,"Ceftriaxone for Injection USP, 2 g, Single Use Vial (NDC 68180-644-01) packaged in 10-count Vials per box (NDC 68180-644-10), Rx only, Manufactured for: Lupin Pharmaceuticals, Inc., 111 South Calvert Street, Baltimore, Maryland 21202; Manufactured by: Lupin Limited, Mandideep 462 046 INDIA, NDC 68180-633-01.",D-0954-2016
Class III,Failed Impurities/Degradation Specifications: The API for these products had an out of specification result for an organic impurity.,"Salicylic Acid Cream, 6%, 400g bottle, Rx Only, Manufactured By Perrigo Yeruham, Israel 80500, Distributed By Perrigo Allegan, MI 49010, NDC 45802-806-01, UPC 3 45802-806-01 7.",D-0504-2017
Class III,Subpotent Drug: Out-of-Specification test results observed in assay test at 21-month long term stability study.,"Amlodipine Besylate Tablets, USP 10 mg, 1000-count bottles, Rx only, Manufactured for: Lupin Pharmaceuticals, Inc. Baltimore, Maryland 21202 U.S, Manufactured by: Lupin Limited, Aurangabad 431 210 India, NDC 68180-721-03",D-0899-2023
Class III,Tablets/Capsules Imprinted With Wrong ID: Pharmaceuticals are imprinted with an incorrect identifier code on the embossed tablets..,"Lisinopril Tablets, USP 10 mg, Rx only, 1000 count bottles,  Manufactured for: Mylan Pharmaceuticals Inc ,Morgantown, WV 26505 U.S.A. Made in India; NDC 0378-20740-10",D-269-2013
Class III,Failed dissolution specifications,"Antihistamine & Nasal Decongestant, Fexofenadine HCl 60 mg and Pseudoephedrine HCl 120 mg, Extended Release Tablets USP, Allergy & Congestion, 12 Hour, 20 Tablets, Distributed by: Rugby Laboratories, 17177 N. Laurel Park Drive, Suite 233, Livonia, MI 48152, www.rugbylaboratories.com. NDC 0536-1242-34.",D-0270-2022
Class III,Failed Content Uniformity: bulk lot used to make these two lots was found to have failed content uniformity.,"Clobetasol Propionate Cream USP, 0.05%, a) 15 g tube, NDC: 60429-902-15;  b) 45 g tube, NDC: 60429-902-45, Rx Only, For External Use Only, Not for Ophthalmic Use, Mfd by: Taro Pharmaceuticals Inc. Brampton, Ontario, Canada L6T 1C1, Marketed by: Golden State Medical Supply, Inc. Camarillo, CA 93012.",D-1496-2020
Class III,"Subpotent Drug: products are labeled as having SPF 10 protection; however, this claim cannot be 100% guaranteed.","Beautipharm Body Moisturizing Balm SPF 10 (Octocrylene 4% and Octyl methoxycinnamide 4%) Body Lotion, 8.3 oz. Net. Wt. 250 ml bottle, Art. 03150 Made in Germany, Doctor Eckstein, Linde Eckstein GMBH Co. Kg, 90522 Oberasbach, Germany. UPC 4 035219 031503.",D-1098-2017
Class III,Subpotent,"Methylprednisolone Tablets, USP 4mg, 100-count bottle, Rx Only, Manufactured by: Jubliant Cadista Pharmaceuticals Inc. Salisbury, MD 21801, USA, NDC 59746-001-06",D-0752-2022
Class III,Subpotent; 22 month stability timepoint,"Derma-Smoothe/FS (fluocinolone acetonide) 0.01% Topical Oil(SCALP OIL), Rx only, FOR TOPICAL USE ONLY, NOT FOR ORAL, OPHTHALMIC, OR INTRAVAGINAL USE, Net Contents 118.28 mL (4 fl. oz.), Hill Dermaceuticals, Inc.,  Sanford, Florida --- NDC 28105-149-04",D-218-2013
Class III,Superpotent Drug: High out of specification results for tazarotene assay at the 9-month stability time point.,"Fabior (tazarotene) Foam, 0.1%, 100 grams can, Rx only, Distributed by: Mayne Pharma, Greenville, NC 27834; NDC 51862-295-10.",D-0616-2018
Class III,"Chemical Contamination: Gabapentin Sodium tablets is recalled due to complaints related to an off - odor described as moldy, musty or fishy in nature.","Glenmark Gabapentin Tablets, a) 600mg, 500- count bottle   (NDC 68462-126-05), b) 800 mg, 500- count bottle (NDC 68462-127-05), Rx only, Manufactured by Glenmark Generics Ltd.Colvale- Bardez Ltd 403513, India, Manufactured for :  Glenmark Generics USA Mahwah, NJ 07430.",D-329-2013
